사업장명,서비스명,서비스아이디(ID),인허가일자,업종분류,소재지전화,구우편번호,주소,도로명우편번호,도로명주소,영업상태,경도,위도,대표메뉴,영업시간,휴무
자매분식,일반음식점,07_24_04_P,2019-11-27,음식점,053-353-5529,702-812,대구광역시 북구 노원동2가 384번지 ,41558,"대구광역시 북구 팔달로35길 14, 1층 (노원동2가)",Y,128.5697544,35.88919744,분식류,,
보성댁김밥,일반음식점,07_24_04_P,2019-04-26,음식점,053-354-2704,702-812,대구광역시 북구 노원동2가 384번지 ,41558,"대구광역시 북구 팔달로35길 14, 107(일부), 108호 (노원동2가)",Y,128.5697544,35.88919744,한식,,
정갈한밥상,일반음식점,07_24_04_P,2017-09-06,음식점,053-354-2704,702-812,대구광역시 북구 노원동2가 384번지 ,41558,"대구광역시 북구 팔달로35길 14, 106,107(일부)호 (노원동2가)",Y,128.5697544,35.88919744,한식,,
달공치킨(팔달점),일반음식점,07_24_04_P,2018-02-02,음식점,053-381-9133,702-812,"대구광역시 북구 노원동2가 384 103호, 104호일부 ",41558,"대구광역시 북구 팔달로35길 14, 103호, 104일부호 (노원동2가)",Y,128.5697544,35.88919744,영계통닭,,
미진식당,일반음식점,07_24_04_P,1996-03-20,음식점,053-341-8990,702-812,대구광역시 북구 노원동2가 384번지 ,41558,"대구광역시 북구 팔달로35길 14, 102호 (노원동2가)",Y,128.5697544,35.88919744,한식,,
공단반점,일반음식점,07_24_04_P,2010-03-23,음식점,053-353-3883,702-811,대구광역시 북구 노원동2가 134-5번지 ,41556,대구광역시 북구 팔달로35길 126 (노원동2가),Y,128.5713296,35.89416629,"국물닭발, 주물럭","월 17:00 - 05:00, 화 17:00 - 05:00, 수 17:00 - 05:00, 목 17:00 - 05:00, 금 17:00 - 05:00, 토 17:00 - 05:00, 일 17:00 - 05:00",
선산돼지국밥,일반음식점,07_24_04_P,2000-12-26,음식점,,702-811,대구광역시 북구 노원동2가 134-5번지 ,41556,대구광역시 북구 팔달로35길 126 (노원동2가),Y,128.5713296,35.89416629,,,
용숙이의꿈,일반음식점,07_24_04_P,1993-09-17,음식점,,702-811,대구광역시 북구 노원동2가 134-5번지 ,41556,대구광역시 북구 팔달로35길 126 (노원동2가),Y,128.5713296,35.89416629,,,
동경베이커리,제과점영업,07_22_18_P,2012-09-19,음식점,053-352-4652,702-813,대구광역시 북구 노원동3가 1035-1번지 ,41557,대구광역시 북구 팔달로35길 123 (노원동3가),Y,128.5710923,35.8941228,베이커리,,
유송오리마을,일반음식점,07_24_04_P,2009-11-16,음식점,053-311-5282,702-811,대구광역시 북구 노원동2가 142-1 ,41556,대구광역시 북구 팔달로35길 122 (노원동2가),Y,128.5712772,35.89390555,오리 로스구이,"월 09:00 - 23:00, 화 09:00 - 23:00, 수 09:00 - 23:00, 목 09:00 - 23:00, 금 09:00 - 23:00",
영덕,일반음식점,07_24_04_P,2003-01-22,음식점,,702-811,대구광역시 북구 노원동2가 143-4번지 ,41556,대구광역시 북구 팔달로35길 114 (노원동2가),Y,128.5711902,35.89367077,,,
시골밥상,일반음식점,07_24_04_P,2016-06-03,음식점,,702-813,대구광역시 북구 노원동3가 1031-1번지 ,41557,"대구광역시 북구 팔달로35길 113, 1층 (노원동3가)",Y,128.5709738,35.89370613,정식,,
막창도둑팔달점,일반음식점,07_24_04_P,2020-02-21,음식점,053-355-6324,702-813,대구광역시 북구 노원동3가 782 ,41557,"대구광역시 북구 팔달로35길 11, 1층 108,109호 (노원동3가)",Y,128.5693141,35.88912056,"막창, 삼겹","월 16:00 - 00:00, 화 16:00 - 00:00, 수 16:00 - 00:00, 목 16:00 - 00:00, 금 16:00 - 00:00, 토 16:00 - 00:00, 일 16:00 - 00:00",
바삭하닭,일반음식점,07_24_04_P,2019-05-21,음식점,053-355-3332,702-813,대구광역시 북구 노원동3가 782번지 ,41557,"대구광역시 북구 팔달로35길 11, 1층 101호 (노원동3가)",Y,128.5693141,35.88912056,치킨,"월 16:00 - 01:00, 화 16:00 - 01:00, 수 16:00 - 01:00, 목 16:00 - 01:00, 금 16:00 - 01:00, 토 16:00 - 01:00, 일 16:00 - 01:00",
일광숯불,일반음식점,07_24_04_P,2002-01-18,음식점,053-357-3088,702-811,대구광역시 북구 노원동2가 168번지 ,41556,대구광역시 북구 팔달로35길 104 (노원동2가),Y,128.5712013,35.89326475,돼지고기구이,,
맛대감,일반음식점,07_24_04_P,1998-06-02,음식점,053-355-1323,702-813,대구광역시 북구 노원동3가 1029-1번지 ,41557,대구광역시 북구 팔달로35길 103 (노원동3가),Y,128.5708304,35.89327546,"오겹살, 갈비",,
진이네,일반음식점,07_24_04_P,2003-01-30,음식점,053-351-3113,702-811,대구광역시 북구 노원동2가 175-10번지 ,41556,대구광역시 북구 팔달로35길 102 (노원동2가),Y,128.5709959,35.89309757,정식,,
돼지국밥,일반음식점,07_24_04_P,2018-09-05,음식점,,702-816,대구광역시 북구 노원동3가 729-4번지 ,41557,"대구광역시 북구 팔달로33길 65, 1층 (노원동3가)",Y,128.5656229,35.89083208,,,
장어대학,일반음식점,07_24_04_P,2021-05-28,음식점,,702-816,대구광역시 북구 노원동3가 754-1 ,41557,"대구광역시 북구 팔달로33길 41, 1층 (노원동3가)",Y,128.5668888,35.89010312,,,
이모반찬,일반음식점,07_24_04_P,2018-12-14,음식점,,702-816,대구광역시 북구 노원동3가 754-1번지 ,41557,"대구광역시 북구 팔달로33길 41, 1층 (노원동3가)",Y,128.5668888,35.89010312,,,
고향추어탕,일반음식점,07_24_04_P,2020-04-20,음식점,053-357-8082,702-816,대구광역시 북구 노원동3가 871-11 ,41557,"대구광역시 북구 팔달로33길 34-4, 1층 (노원동3가)",Y,128.5673971,35.89023923,추어탕,,
소담정,휴게음식점,07_24_05_P,2014-12-26,음식점,053-356-8906,702-816,대구광역시 북구 노원동3가 759-2번지 ,41557,"대구광역시 북구 팔달로33길 25, 1층 (노원동3가)",Y,128.56738,35.88971985,"콩국수,얼큰칼제비",,
만평분식,일반음식점,07_24_04_P,2015-03-06,음식점,053-954-9995,702-816,대구광역시 북구 노원동3가 870-10번지 ,41557,"대구광역시 북구 팔달로33길 24, 1층 (노원동3가)",Y,128.5677053,35.88984897,치킨,"월 12:00 - 00:00, 화 12:00 - 00:00, 수 12:00 - 00:00, 목 12:00 - 00:00, 금 12:00 - 00:00, 토 12:00 - 00:00, 일 12:00 - 00:00",
거창보리밥국수,일반음식점,07_24_04_P,2014-10-16,음식점,053-356-3227,702-816,대구광역시 북구 노원동3가 759-1 ,41557,대구광역시 북구 팔달로33길 21 (노원동3가),Y,128.5675632,35.88963843,한식,,
동일보양탕,일반음식점,07_24_04_P,1999-11-04,음식점,053-356-5557,702-816,대구광역시 북구 노원동3가 765-5번지 ,41557,"대구광역시 북구 팔달로33길 17-9, 1층 (노원동3가)",Y,128.5673885,35.88947337,보신탕,,
영빈관,일반음식점,07_24_04_P,2000-07-12,음식점,0507-525-4804,702-816,대구광역시 북구 노원동3가 759-4번지 ,41557,"대구광역시 북구 팔달로33길 17-6, 1층 (노원동3가)",Y,128.5674239,35.88964124,중화요리,"월 10:00 - 21:30, 화 10:00 - 21:30, 수 10:00 - 21:30, 목 10:00 - 21:30, 금 10:00 - 21:30, 토 10:00 - 21:30, 일 10:00 - 21:30",
베트남쌀국수4900,일반음식점,07_24_04_P,2019-04-26,음식점,,702-816,대구광역시 북구 노원동3가 766번지 ,41557,"대구광역시 북구 팔달로33길 17-3, 1층 (노원동3가)",Y,128.5675062,35.88940785,베트남음식,"월 09:00 - 21:00, 화 09:00 - 21:00, 수 09:00 - 21:00, 목 09:00 - 21:00, 금 09:00 - 21:00, 토 09:00 - 21:00, 일 09:00 - 21:00",
박태자의 부엌,일반음식점,07_24_04_P,2017-08-23,음식점,053-357-5279,702-816,대구광역시 북구 노원동3가 766번지 ,41557,"대구광역시 북구 팔달로33길 17-3, 1층 (노원동3가)",Y,128.5675062,35.88940785,코다리찜,,
대구통닭,일반음식점,07_24_04_P,2012-09-18,음식점,,702-813,대구광역시 북구 노원동3가 783-3번지 ,41557,대구광역시 북구 팔달로33길 16-18 (노원동3가),Y,128.5688422,35.88924262,,,
선비꼬마김밥(팔달시장점),휴게음식점,07_24_05_P,2020-12-10,음식점,053-353-0220,702-813,대구광역시 북구 노원동3가 783-5 ,41557,"대구광역시 북구 팔달로33길 16-16, 1층 (노원동3가)",Y,128.568684,35.88923432,"김밥,분식",,
샤브담,일반음식점,07_24_04_P,2021-03-24,음식점,,702-816,대구광역시 북구 노원동3가 778-1 ,41557,"대구광역시 북구 팔달로33길 16-12, 1층 (노원동3가)",Y,128.5685146,35.88924563,,,
원이네밥상,일반음식점,07_24_04_P,2018-12-20,음식점,053-242-8640,702-816,대구광역시 북구 노원동3가 776-1번지 ,41557,"대구광역시 북구 팔달로33길 16-10, 1층 (노원동3가)",Y,128.5684013,35.88933299,한식,"월 08:00 - 20:00, 화 08:00 - 20:00, 수 08:00 - 20:00, 목 08:00 - 20:00, 금 08:00 - 20:00",
델리스제과점,제과점영업,07_22_18_P,2008-07-25,음식점,,702-816,대구광역시 북구 노원동3가 771번지 ,41557,대구광역시 북구 팔달로33길 13 (노원동3가),Y,128.5678036,35.88925582,,,
티타임아이엔지(ing),일반음식점,07_24_04_P,2017-02-27,음식점,0507-1323-0571,702-813,대구광역시 북구 노원동3가 1006-6번지 ,41557,"대구광역시 북구 팔달로27길 93, 1층 (노원동3가)",Y,128.5685346,35.89241136,수제그릭요거트,"월 11:00 - 23:00, 화 11:00 - 23:00, 수 11:00 - 23:00, 목 11:00 - 23:00, 금 11:00 - 23:00, 토 11:00 - 23:00, 일 11:00 - 23:00",
일등고기,일반음식점,07_24_04_P,2018-02-05,음식점,053-561-1600,702-813,대구광역시 북구 노원동3가 892-1번지 ,41557,"대구광역시 북구 팔달로27길 81, 1층 (노원동3가)",Y,128.5679378,35.89222973,삼겹삷,,
교촌치킨원대.노원점,일반음식점,07_24_04_P,2018-05-01,음식점,053-355-3306,702-813,대구광역시 북구 노원동3가 892-1번지 ,41557,"대구광역시 북구 팔달로27길 81, 1층 (노원동3가)",Y,128.5679378,35.89222973,치킨,"월 12:00 - 01:00, 화 12:00 - 01:00, 수 12:00 - 01:00, 목 12:00 - 01:00, 금 12:00 - 01:00, 토 12:00 - 01:00, 일 12:00 - 01:00",
닥떼들치킨호프(노원점),일반음식점,07_24_04_P,2018-04-05,음식점,053-355-7982,702-813,대구광역시 북구 노원동3가 893-8번지 ,41557,"대구광역시 북구 팔달로27길 77, 1층 (노원동3가)",Y,128.5677704,35.89200276,후라이드치킨,"월 17:00 - 01:00, 화 17:00 - 01:00, 수 17:00 - 01:00, 목 17:00 - 01:00, 금 17:00 - 01:00, 토 17:00 - 01:00, 일 17:00 - 01:00",
대성식당,일반음식점,07_24_04_P,2008-08-27,음식점,,702-816,대구광역시 북구 노원동3가 743-2번지 ,41557,대구광역시 북구 팔달로27길 7 (노원동3가),Y,128.5654087,35.88972953,,,
평양,일반음식점,07_24_04_P,2002-07-03,음식점,053-353-0101,702-813,대구광역시 북구 노원동3가 1004-6번지 ,41557,대구광역시 북구 팔달로27길 103 (노원동3가),Y,128.5690247,35.89269341,냉면 ,,
태성식당,일반음식점,07_24_04_P,2005-01-07,음식점,053-357-2731,702-816,대구광역시 북구 노원동3가 473-1번지 ,41498,대구광역시 북구 팔달로1길 72 (노원동3가),Y,128.5594893,35.89579889,,,
명량식당,일반음식점,07_24_04_P,2014-03-07,음식점,,702-816,대구광역시 북구 노원동3가 642번지 ,41499,"대구광역시 북구 팔달로17길 5, 1층 (노원동3가)",Y,128.5594541,35.89068833,,,
서가네국수,일반음식점,07_24_04_P,1996-08-16,음식점,053-355-1821,702-816,대구광역시 북구 노원동3가 677번지 ,41499,대구광역시 북구 팔달로17길 12-1 (노원동3가),Y,128.560216,35.89129878,한식,,
또밥식당,일반음식점,07_24_04_P,2010-08-12,음식점,053-561-2292,702-816,대구광역시 북구 노원동3가 681번지 ,41499,"대구광역시 북구 팔달로 91, B동 104호 (노원동3가)",Y,128.560069,35.89044874,"백반, 가정식","월 10:00 - 20:00, 화 10:00 - 20:00, 수 10:00 - 20:00, 목 10:00 - 20:00, 금 10:00 - 20:00, 토 10:00 - 20:00, 일 10:00 - 20:00",
김해시락국밥,일반음식점,07_24_04_P,2019-02-22,음식점,053-716-8888,702-816,대구광역시 북구 노원동3가 680번지 ,41499,"대구광역시 북구 팔달로 89, 1층 101,102호 (노원동3가)",Y,128.559866,35.89039118,국밥,"월 06:00 - 20:00, 화 06:00 - 20:00, 수 06:00 - 20:00, 목 06:00 - 20:00, 금 06:00 - 20:00, 토 06:00 - 20:00, 일 06:00 - 20:00",
만평매생이굴뚝배기,일반음식점,07_24_04_P,2002-10-11,음식점,,702-816,대구광역시 북구 노원동3가 639번지 ,41499,대구광역시 북구 팔달로 79 (노원동3가),Y,128.5588543,35.89050462,매생이굴국밥,,
고령돼지국밥,일반음식점,07_24_04_P,2001-02-19,음식점,053-354-1425,702-817,대구광역시 북구 노원동3가 612번지 ,41499,대구광역시 북구 팔달로 63 (노원동3가),Y,128.5570201,35.89075118,돼지국밥 뼈해장국 냉면,,"첫째주, 셋째주 일 휴무"
유진식당,일반음식점,07_24_04_P,1999-07-08,음식점,053-357-9477,702-817,대구광역시 북구 노원동3가 612번지 ,41499,대구광역시 북구 팔달로 63 (노원동3가),Y,128.5570201,35.89075118,한식뷔페,,
함지박식당,일반음식점,07_24_04_P,1995-12-15,음식점,053-352-4845,702-817,대구광역시 북구 노원동3가 545-2번지 ,41499,대구광역시 북구 팔달로 31 (노원동3가),Y,128.5541785,35.89175258,"칼국수, 정식, 생삼겹",,
용궁삼계탕,일반음식점,07_24_04_P,2000-10-20,음식점,053-357-6920,702-812,대구광역시 북구 노원동2가 275-1 ,41558,대구광역시 북구 팔달로 223 (노원동2가),Y,128.5745829,35.88806195,삼계탕,,
원대식당(K마디병원장례식장),일반음식점,07_24_04_P,2012-05-30,음식점,,702-812,대구광역시 북구 노원동2가 280 ,41558,"대구광역시 북구 팔달로 217, 지하2층 (노원동2가)",Y,128.5738862,35.88818508,,,
선영이네,일반음식점,07_24_04_P,2019-12-16,음식점,,702-812,대구광역시 북구 노원동2가 284-2번지 ,41558,"대구광역시 북구 팔달로 215-27, 1층 (노원동2가)",Y,128.5735873,35.88847214,오리구이,"월 16:00 - 22:00, 화 16:00 - 22:00, 수 16:00 - 22:00, 목 16:00 - 22:00, 금 16:00 - 22:00, 토 16:00 - 22:00, 일 16:00 - 22:00",
나드리김밥천국(원대점),일반음식점,07_24_04_P,2005-10-04,음식점,053-356-5256,702-812,대구광역시 북구 노원동2가 347번지 ,41558,대구광역시 북구 팔달로 207 (노원동2가),Y,128.5727426,35.88827765,종합분식,,
명문한식뷔페,일반음식점,07_24_04_P,2021-02-05,음식점,,702-812,대구광역시 북구 노원동2가 349 ,41558,"대구광역시 북구 팔달로 201-2, 2층 (노원동2가)",Y,128.5723937,35.88832169,한식뷔페,,
장수할매국밥,일반음식점,07_24_04_P,2008-05-19,음식점,,702-812,대구광역시 북구 노원동2가 349번지 ,41558,대구광역시 북구 팔달로 201-2 (노원동2가),Y,128.5723937,35.88832169,,,
경주식당,일반음식점,07_24_04_P,2001-01-29,음식점,,702-812,대구광역시 북구 노원동2가 378 ,41558,대구광역시 북구 팔달로 185 (노원동2가),Y,128.5703852,35.88877088,,,
모녀분식,일반음식점,07_24_04_P,2008-12-17,음식점,,702-812,대구광역시 북구 노원동2가 386-4 ,41558,대구광역시 북구 팔달로 177-1 (노원동2가),Y,128.5696512,35.88873786,종합분식,,
심풀식당,일반음식점,07_24_04_P,2003-01-24,음식점,,702-813,대구광역시 북구 노원동3가 783-2번지 ,41557,대구광역시 북구 팔달로 171-4 (노원동3가),Y,128.5690626,35.88914819,,,
파리바게뜨대구팔달점,제과점영업,07_22_18_P,2009-11-02,음식점,053-356-8200,702-816,대구광역시 북구 노원동3가 779-13번지 ,41557,대구광역시 북구 팔달로 171 (노원동3가),Y,128.5687822,35.88889412,베이커리,"월 07:30 - 23:00, 화 07:30 - 23:00, 수 07:30 - 23:00, 목 07:30 - 23:00, 금 07:30 - 23:00, 토 07:30 - 23:00, 일 07:30 - 23:00",
동성로왕찹쌀꽈배기,휴게음식점,07_24_05_P,2019-12-26,음식점,,702-816,대구광역시 북구 노원동3가 779-3번지 ,41557,"대구광역시 북구 팔달로 169, 1층 (노원동3가)",Y,128.5686569,35.8890011,"꽈배기, 도넛",,
대박만두찐빵,제과점영업>음식점,07_22_18_P,1999-09-16,음식점,053-352-6954,702-816,대구광역시 북구 노원동3가 779-3 ,41557,대구광역시 북구 팔달로 169 (노원동3가),Y,128.5686569,35.8890011,"만두, 꽈배기",,
화돈왕족발,일반음식점,07_24_04_P,2017-11-06,음식점,,702-816,대구광역시 북구 노원동3가 775번지 ,41557,"대구광역시 북구 팔달로 165, 나동 1층 (노원동3가)",Y,128.5680644,35.88898135,족발,,
태영생막창,일반음식점,07_24_04_P,2002-01-04,음식점,,702-816,대구광역시 북구 노원동3가 770-2번지 ,41557,대구광역시 북구 팔달로 163 (노원동3가),Y,128.5678448,35.88906163,,,
충무김밥맛죽,일반음식점,07_24_04_P,1999-07-23,음식점,,702-816,대구광역시 북구 노원동3가 770-1번지 ,41557,대구광역시 북구 팔달로 161 (노원동3가),Y,128.5676896,35.88905077,충무김밥,,
굽네치킨노원점,일반음식점,07_24_04_P,2018-01-12,음식점,053-356-9494,702-816,대구광역시 북구 노원동3가 764-9번지 ,41557,대구광역시 북구 팔달로 153 (노원동3가),Y,128.5668,35.88919286,갈릭마왕,"월 12:00 - 00:00, 화 12:00 - 00:00, 수 12:00 - 00:00, 목 12:00 - 00:00, 금 12:00 - 00:00, 토 12:00 - 00:00, 일 12:00 - 00:00",
일품돼지국밥,일반음식점,07_24_04_P,2016-05-25,음식점,053-354-2456,702-816,대구광역시 북구 노원동3가 764-2번지 ,41557,"대구광역시 북구 팔달로 151, 1층 (노원동3가)",Y,128.5666318,35.8892156,돼지국밥,"월 00:00 - 00:00, 화 00:00 - 00:00, 수 00:00 - 00:00, 목 00:00 - 00:00, 금 00:00 - 00:00, 토 00:00 - 00:00, 일 00:00 - 00:00",
송가네잔칫날국수전문점,일반음식점,07_24_04_P,2012-11-20,음식점,053-357-1303,702-817,대구광역시 북구 노원동3가 508번지 (1층) A동 ,41498,"대구광역시 북구 팔달로 15, A동 1층 (노원동3가)",Y,128.5532026,35.89297869,"잔치국수,칼국수","월 10:00 - 20:00, 화 10:00 - 20:00, 수 10:00 - 20:00, 목 10:00 - 20:00, 금 10:00 - 20:00",
롯데리아팔달시장점,휴게음식점,07_24_05_P,2009-01-21,음식점,053-351-5864,702-816,대구광역시 북구 노원동3가 761-1번지 ,41557,대구광역시 북구 팔달로 145 (노원동3가),Y,128.5659413,35.88941178,패스트푸드,"월 10:00 - 23:00, 화 10:00 - 23:00, 수 10:00 - 23:00, 목 10:00 - 23:00, 금 10:00 - 23:00, 토 10:00 - 23:00, 일 10:00 - 23:00",
